Filename,Predictions,Calories per 100 g
ice-cream/ice_cream.790.jpg,cheese cake,321 cal
scallops/scallops.713.jpg,cheese cake,321 cal
ice-cream/ice_cream.876.jpg,cheese cake,321 cal
ice-cream/ice_cream.840.jpg,cheese cake,321 cal
french fries/french_fries.859.jpg,cheese cake,321 cal
french fries/french_fries.947.jpg,cheese cake,321 cal
fried rice/fried_rice.860.jpg,cheese cake,321 cal
donuts/donuts.887.jpg,cheese cake,321 cal
gyoza/gyoza.764.jpg,cheese cake,321 cal
cheese cake/cheesecake.751.jpg,cheese cake,321 cal
oyster/oysters.939.jpg,cheese cake,321 cal
scallops/scallops.949.jpg,cheese cake,321 cal
cheese cake/cheesecake.927.jpg,cheese cake,321 cal
waffle/waffle.955.jpg,cheese cake,321 cal
oyster/oysters.729.jpg,cheese cake,321 cal
donuts/donuts.886.jpg,cheese cake,321 cal
french fries/french_fries.957.jpg,cheese cake,321 cal
waffle/waffle.979.jpg,cheese cake,321 cal
waffle/waffle.907.jpg,cheese cake,321 cal
chicken wings/chicken_wings.735.jpg,cheese cake,321 cal
gyoza/gyoza.780.jpg,cheese cake,321 cal
scallops/scallops.886.jpg,cheese cake,321 cal
oyster/oysters.732.jpg,cheese cake,321 cal
oyster/oysters.828.jpg,cheese cake,321 cal
cheese cake/cheesecake.940.jpg,cheese cake,321 cal
waffle/waffle.885.jpg,cheese cake,321 cal
waffle/waffle.727.jpg,cheese cake,321 cal
chicken wings/chicken_wings.781.jpg,cheese cake,321 cal
scallops/scallops.954.jpg,cheese cake,321 cal
oyster/oysters.900.jpg,cheese cake,321 cal
oyster/oysters.963.jpg,cheese cake,321 cal
chicken wings/chicken_wings.762.jpg,cheese cake,321 cal
chicken wings/chicken_wings.969.jpg,cheese cake,321 cal
chicken wings/chicken_wings.968.jpg,cheese cake,321 cal
french fries/french_fries.954.jpg,cheese cake,321 cal
oyster/oysters.800.jpg,cheese cake,321 cal
scallops/scallops.849.jpg,cheese cake,321 cal
fried rice/fried_rice.874.jpg,cheese cake,321 cal
waffle/waffle.941.jpg,cheese cake,321 cal
donuts/donuts.914.jpg,cheese cake,321 cal
ice-cream/ice_cream.712.jpg,cheese cake,321 cal
cheese cake/cheesecake.881.jpg,cheese cake,321 cal
cheese cake/cheesecake.933.jpg,cheese cake,321 cal
gyoza/gyoza.930.jpg,cheese cake,321 cal
cheese cake/cheesecake.814.jpg,cheese cake,321 cal
donuts/donuts.731.jpg,cheese cake,321 cal
ice-cream/ice_cream.705.jpg,cheese cake,321 cal
french fries/french_fries.736.jpg,cheese cake,321 cal
oyster/oysters.882.jpg,cheese cake,321 cal
cheese cake/cheesecake.877.jpg,cheese cake,321 cal
waffle/waffle.902.jpg,cheese cake,321 cal
donuts/donuts.869.jpg,cheese cake,321 cal
donuts/donuts.958.jpg,cheese cake,321 cal
french fries/french_fries.908.jpg,cheese cake,321 cal
oyster/oysters.871.jpg,cheese cake,321 cal
scallops/scallops.757.jpg,cheese cake,321 cal
ice-cream/ice_cream.932.jpg,cheese cake,321 cal
gyoza/gyoza.828.jpg,cheese cake,321 cal
ice-cream/ice_cream.912.jpg,cheese cake,321 cal
scallops/scallops.953.jpg,cheese cake,321 cal
french fries/french_fries.902.jpg,cheese cake,321 cal
donuts/donuts.980.jpg,cheese cake,321 cal
gyoza/gyoza.820.jpg,cheese cake,321 cal
ice-cream/ice_cream.815.jpg,cheese cake,321 cal
ice-cream/ice_cream.764.jpg,cheese cake,321 cal
gyoza/gyoza.923.jpg,cheese cake,321 cal
donuts/donuts.821.jpg,cheese cake,321 cal
waffle/waffle.714.jpg,cheese cake,321 cal
gyoza/gyoza.840.jpg,cheese cake,321 cal
ice-cream/ice_cream.880.jpg,cheese cake,321 cal
donuts/donuts.935.jpg,cheese cake,321 cal
scallops/scallops.900.jpg,cheese cake,321 cal
ice-cream/ice_cream.743.jpg,cheese cake,321 cal
fried rice/fried_rice.818.jpg,cheese cake,321 cal
french fries/french_fries.824.jpg,cheese cake,321 cal
chicken wings/chicken_wings.876.jpg,cheese cake,321 cal
donuts/donuts.856.jpg,cheese cake,321 cal
fried rice/fried_rice.904.jpg,cheese cake,321 cal
oyster/oysters.838.jpg,cheese cake,321 cal
scallops/scallops.815.jpg,cheese cake,321 cal
chicken wings/chicken_wings.816.jpg,cheese cake,321 cal
scallops/scallops.720.jpg,cheese cake,321 cal
scallops/scallops.925.jpg,cheese cake,321 cal
scallops/scallops.982.jpg,cheese cake,321 cal
fried rice/fried_rice.735.jpg,cheese cake,321 cal
waffle/waffle.755.jpg,cheese cake,321 cal
cheese cake/cheesecake.981.jpg,cheese cake,321 cal
ice-cream/ice_cream.898.jpg,cheese cake,321 cal
french fries/french_fries.807.jpg,cheese cake,321 cal
cheese cake/cheesecake.916.jpg,cheese cake,321 cal
donuts/donuts.837.jpg,cheese cake,321 cal
gyoza/gyoza.888.jpg,cheese cake,321 cal
chicken wings/chicken_wings.957.jpg,cheese cake,321 cal
oyster/oysters.905.jpg,cheese cake,321 cal
gyoza/gyoza.818.jpg,cheese cake,321 cal
chicken wings/chicken_wings.829.jpg,cheese cake,321 cal
gyoza/gyoza.868.jpg,cheese cake,321 cal
fried rice/fried_rice.738.jpg,cheese cake,321 cal
cheese cake/cheesecake.969.jpg,cheese cake,321 cal
donuts/donuts.971.jpg,cheese cake,321 cal
donuts/donuts.765.jpg,cheese cake,321 cal
cheese cake/cheesecake.779.jpg,cheese cake,321 cal
fried rice/fried_rice.959.jpg,cheese cake,321 cal
donuts/donuts.990.jpg,cheese cake,321 cal
ice-cream/ice_cream.827.jpg,cheese cake,321 cal
chicken wings/chicken_wings.764.jpg,cheese cake,321 cal
scallops/scallops.790.jpg,cheese cake,321 cal
cheese cake/cheesecake.827.jpg,cheese cake,321 cal
fried rice/fried_rice.985.jpg,cheese cake,321 cal
ice-cream/ice_cream.737.jpg,cheese cake,321 cal
oyster/oysters.958.jpg,cheese cake,321 cal
ice-cream/ice_cream.741.jpg,cheese cake,321 cal
ice-cream/ice_cream.763.jpg,cheese cake,321 cal
gyoza/gyoza.817.jpg,cheese cake,321 cal
ice-cream/ice_cream.751.jpg,cheese cake,321 cal
fried rice/fried_rice.839.jpg,cheese cake,321 cal
scallops/scallops.729.jpg,cheese cake,321 cal
french fries/french_fries.944.jpg,cheese cake,321 cal
gyoza/gyoza.815.jpg,cheese cake,321 cal
gyoza/gyoza.859.jpg,cheese cake,321 cal
fried rice/fried_rice.708.jpg,cheese cake,321 cal
scallops/scallops.872.jpg,cheese cake,321 cal
fried rice/fried_rice.705.jpg,cheese cake,321 cal
oyster/oysters.918.jpg,cheese cake,321 cal
waffle/waffle.868.jpg,cheese cake,321 cal
cheese cake/cheesecake.761.jpg,cheese cake,321 cal
ice-cream/ice_cream.977.jpg,cheese cake,321 cal
chicken wings/chicken_wings.771.jpg,cheese cake,321 cal
ice-cream/ice_cream.861.jpg,cheese cake,321 cal
chicken wings/chicken_wings.878.jpg,cheese cake,321 cal
fried rice/fried_rice.772.jpg,cheese cake,321 cal
fried rice/fried_rice.913.jpg,cheese cake,321 cal
waffle/waffle.948.jpg,cheese cake,321 cal
fried rice/fried_rice.905.jpg,cheese cake,321 cal
french fries/french_fries.734.jpg,cheese cake,321 cal
ice-cream/ice_cream.730.jpg,cheese cake,321 cal
french fries/french_fries.938.jpg,cheese cake,321 cal
fried rice/fried_rice.920.jpg,cheese cake,321 cal
fried rice/fried_rice.867.jpg,cheese cake,321 cal
gyoza/gyoza.955.jpg,cheese cake,321 cal
gyoza/gyoza.756.jpg,cheese cake,321 cal
chicken wings/chicken_wings.792.jpg,cheese cake,321 cal
donuts/donuts.781.jpg,cheese cake,321 cal
waffle/waffle.739.jpg,cheese cake,321 cal
cheese cake/cheesecake.852.jpg,cheese cake,321 cal
donuts/donuts.899.jpg,cheese cake,321 cal
oyster/oysters.724.jpg,cheese cake,321 cal
scallops/scallops.728.jpg,cheese cake,321 cal
gyoza/gyoza.770.jpg,cheese cake,321 cal
fried rice/fried_rice.768.jpg,cheese cake,321 cal
fried rice/fried_rice.798.jpg,cheese cake,321 cal
ice-cream/ice_cream.990.jpg,cheese cake,321 cal
chicken wings/chicken_wings.953.jpg,cheese cake,321 cal
oyster/oysters.782.jpg,cheese cake,321 cal
fried rice/fried_rice.885.jpg,cheese cake,321 cal
ice-cream/ice_cream.817.jpg,cheese cake,321 cal
donuts/donuts.876.jpg,cheese cake,321 cal
oyster/oysters.951.jpg,cheese cake,321 cal
chicken wings/chicken_wings.979.jpg,cheese cake,321 cal
gyoza/gyoza.921.jpg,cheese cake,321 cal
chicken wings/chicken_wings.992.jpg,cheese cake,321 cal
fried rice/fried_rice.997.jpg,cheese cake,321 cal
ice-cream/ice_cream.916.jpg,cheese cake,321 cal
french fries/french_fries.988.jpg,cheese cake,321 cal
fried rice/fried_rice.893.jpg,cheese cake,321 cal
french fries/french_fries.854.jpg,cheese cake,321 cal
waffle/waffle.812.jpg,cheese cake,321 cal
donuts/donuts.800.jpg,cheese cake,321 cal
donuts/donuts.833.jpg,cheese cake,321 cal
chicken wings/chicken_wings.799.jpg,cheese cake,321 cal
donuts/donuts.748.jpg,cheese cake,321 cal
ice-cream/ice_cream.856.jpg,cheese cake,321 cal
cheese cake/cheesecake.866.jpg,cheese cake,321 cal
waffle/waffle.805.jpg,cheese cake,321 cal
ice-cream/ice_cream.819.jpg,cheese cake,321 cal
fried rice/fried_rice.822.jpg,cheese cake,321 cal
french fries/french_fries.914.jpg,cheese cake,321 cal
chicken wings/chicken_wings.718.jpg,cheese cake,321 cal
cheese cake/cheesecake.876.jpg,cheese cake,321 cal
cheese cake/cheesecake.918.jpg,cheese cake,321 cal
cheese cake/cheesecake.855.jpg,cheese cake,321 cal
chicken wings/chicken_wings.793.jpg,cheese cake,321 cal
donuts/donuts.792.jpg,cheese cake,321 cal
ice-cream/ice_cream.780.jpg,cheese cake,321 cal
scallops/scallops.770.jpg,cheese cake,321 cal
oyster/oysters.946.jpg,cheese cake,321 cal
ice-cream/ice_cream.778.jpg,cheese cake,321 cal
gyoza/gyoza.998.jpg,cheese cake,321 cal
gyoza/gyoza.849.jpg,cheese cake,321 cal
donuts/donuts.855.jpg,cheese cake,321 cal
waffle/waffle.701.jpg,cheese cake,321 cal
waffle/waffle.918.jpg,cheese cake,321 cal
cheese cake/cheesecake.810.jpg,cheese cake,321 cal
fried rice/fried_rice.759.jpg,cheese cake,321 cal
donuts/donuts.816.jpg,cheese cake,321 cal
scallops/scallops.979.jpg,cheese cake,321 cal
gyoza/gyoza.994.jpg,cheese cake,321 cal
waffle/waffle.788.jpg,cheese cake,321 cal
gyoza/gyoza.886.jpg,cheese cake,321 cal
gyoza/gyoza.978.jpg,cheese cake,321 cal
waffle/waffle.831.jpg,cheese cake,321 cal
scallops/scallops.743.jpg,cheese cake,321 cal
ice-cream/ice_cream.980.jpg,cheese cake,321 cal
gyoza/gyoza.722.jpg,cheese cake,321 cal
waffle/waffle.905.jpg,cheese cake,321 cal
ice-cream/ice_cream.917.jpg,cheese cake,321 cal
french fries/french_fries.943.jpg,cheese cake,321 cal
scallops/scallops.958.jpg,cheese cake,321 cal
waffle/waffle.875.jpg,cheese cake,321 cal
oyster/oysters.870.jpg,cheese cake,321 cal
oyster/oysters.802.jpg,cheese cake,321 cal
gyoza/gyoza.705.jpg,cheese cake,321 cal
cheese cake/cheesecake.984.jpg,cheese cake,321 cal
donuts/donuts.701.jpg,cheese cake,321 cal
ice-cream/ice_cream.828.jpg,cheese cake,321 cal
ice-cream/ice_cream.934.jpg,cheese cake,321 cal
waffle/waffle.753.jpg,cheese cake,321 cal
donuts/donuts.818.jpg,cheese cake,321 cal
scallops/scallops.973.jpg,cheese cake,321 cal
oyster/oysters.915.jpg,cheese cake,321 cal
cheese cake/cheesecake.929.jpg,cheese cake,321 cal
ice-cream/ice_cream.899.jpg,cheese cake,321 cal
cheese cake/cheesecake.727.jpg,cheese cake,321 cal
fried rice/fried_rice.900.jpg,cheese cake,321 cal
waffle/waffle.742.jpg,cheese cake,321 cal
fried rice/fried_rice.914.jpg,cheese cake,321 cal
french fries/french_fries.754.jpg,cheese cake,321 cal
waffle/waffle.952.jpg,cheese cake,321 cal
cheese cake/cheesecake.898.jpg,cheese cake,321 cal
donuts/donuts.862.jpg,cheese cake,321 cal
french fries/french_fries.781.jpg,cheese cake,321 cal
oyster/oysters.736.jpg,cheese cake,321 cal
fried rice/fried_rice.938.jpg,cheese cake,321 cal
ice-cream/ice_cream.804.jpg,cheese cake,321 cal
oyster/oysters.788.jpg,cheese cake,321 cal
cheese cake/cheesecake.950.jpg,cheese cake,321 cal
french fries/french_fries.984.jpg,cheese cake,321 cal
fried rice/fried_rice.736.jpg,cheese cake,321 cal
gyoza/gyoza.847.jpg,cheese cake,321 cal
ice-cream/ice_cream.711.jpg,cheese cake,321 cal
french fries/french_fries.794.jpg,cheese cake,321 cal
fried rice/fried_rice.909.jpg,cheese cake,321 cal
fried rice/fried_rice.851.jpg,cheese cake,321 cal
french fries/french_fries.961.jpg,cheese cake,321 cal
scallops/scallops.835.jpg,cheese cake,321 cal
oyster/oysters.885.jpg,cheese cake,321 cal
waffle/waffle.724.jpg,cheese cake,321 cal
scallops/scallops.908.jpg,cheese cake,321 cal
fried rice/fried_rice.918.jpg,cheese cake,321 cal
chicken wings/chicken_wings.904.jpg,cheese cake,321 cal
fried rice/fried_rice.924.jpg,cheese cake,321 cal
scallops/scallops.824.jpg,cheese cake,321 cal
oyster/oysters.867.jpg,cheese cake,321 cal
fried rice/fried_rice.762.jpg,cheese cake,321 cal
cheese cake/cheesecake.746.jpg,cheese cake,321 cal
donuts/donuts.922.jpg,cheese cake,321 cal
oyster/oysters.935.jpg,cheese cake,321 cal
cheese cake/cheesecake.786.jpg,cheese cake,321 cal
chicken wings/chicken_wings.795.jpg,cheese cake,321 cal
ice-cream/ice_cream.872.jpg,cheese cake,321 cal
cheese cake/cheesecake.871.jpg,cheese cake,321 cal
donuts/donuts.966.jpg,cheese cake,321 cal
ice-cream/ice_cream.993.jpg,cheese cake,321 cal
scallops/scallops.803.jpg,cheese cake,321 cal
ice-cream/ice_cream.854.jpg,cheese cake,321 cal
cheese cake/cheesecake.924.jpg,cheese cake,321 cal
fried rice/fried_rice.715.jpg,cheese cake,321 cal
cheese cake/cheesecake.974.jpg,cheese cake,321 cal
oyster/oysters.975.jpg,cheese cake,321 cal
french fries/french_fries.832.jpg,cheese cake,321 cal
fried rice/fried_rice.876.jpg,cheese cake,321 cal
cheese cake/cheesecake.713.jpg,cheese cake,321 cal
scallops/scallops.730.jpg,cheese cake,321 cal
french fries/french_fries.783.jpg,cheese cake,321 cal
cheese cake/cheesecake.986.jpg,cheese cake,321 cal
french fries/french_fries.830.jpg,cheese cake,321 cal
chicken wings/chicken_wings.939.jpg,cheese cake,321 cal
cheese cake/cheesecake.724.jpg,cheese cake,321 cal
fried rice/fried_rice.879.jpg,cheese cake,321 cal
gyoza/gyoza.896.jpg,cheese cake,321 cal
cheese cake/cheesecake.708.jpg,cheese cake,321 cal
french fries/french_fries.978.jpg,cheese cake,321 cal
waffle/waffle.972.jpg,cheese cake,321 cal
french fries/french_fries.729.jpg,cheese cake,321 cal
french fries/french_fries.737.jpg,cheese cake,321 cal
cheese cake/cheesecake.729.jpg,cheese cake,321 cal
cheese cake/cheesecake.771.jpg,cheese cake,321 cal
donuts/donuts.722.jpg,cheese cake,321 cal
chicken wings/chicken_wings.761.jpg,cheese cake,321 cal
waffle/waffle.729.jpg,cheese cake,321 cal
chicken wings/chicken_wings.733.jpg,cheese cake,321 cal
fried rice/fried_rice.704.jpg,cheese cake,321 cal
french fries/french_fries.876.jpg,cheese cake,321 cal
chicken wings/chicken_wings.960.jpg,cheese cake,321 cal
chicken wings/chicken_wings.868.jpg,cheese cake,321 cal
ice-cream/ice_cream.762.jpg,cheese cake,321 cal
donuts/donuts.742.jpg,cheese cake,321 cal
ice-cream/ice_cream.973.jpg,cheese cake,321 cal
oyster/oysters.730.jpg,cheese cake,321 cal
donuts/donuts.909.jpg,cheese cake,321 cal
oyster/oysters.789.jpg,cheese cake,321 cal
donuts/donuts.981.jpg,cheese cake,321 cal
chicken wings/chicken_wings.758.jpg,cheese cake,321 cal
scallops/scallops.804.jpg,cheese cake,321 cal
chicken wings/chicken_wings.796.jpg,cheese cake,321 cal
chicken wings/chicken_wings.962.jpg,cheese cake,321 cal
french fries/french_fries.724.jpg,cheese cake,321 cal
waffle/waffle.904.jpg,cheese cake,321 cal
gyoza/gyoza.845.jpg,cheese cake,321 cal
french fries/french_fries.733.jpg,cheese cake,321 cal
oyster/oysters.844.jpg,cheese cake,321 cal
french fries/french_fries.771.jpg,cheese cake,321 cal
cheese cake/cheesecake.703.jpg,cheese cake,321 cal
waffle/waffle.954.jpg,cheese cake,321 cal
chicken wings/chicken_wings.866.jpg,cheese cake,321 cal
fried rice/fried_rice.972.jpg,cheese cake,321 cal
donuts/donuts.745.jpg,cheese cake,321 cal
waffle/waffle.839.jpg,cheese cake,321 cal
donuts/donuts.871.jpg,cheese cake,321 cal
gyoza/gyoza.708.jpg,cheese cake,321 cal
oyster/oysters.998.jpg,cheese cake,321 cal
waffle/waffle.890.jpg,cheese cake,321 cal
fried rice/fried_rice.709.jpg,cheese cake,321 cal
scallops/scallops.940.jpg,cheese cake,321 cal
chicken wings/chicken_wings.873.jpg,cheese cake,321 cal
donuts/donuts.931.jpg,cheese cake,321 cal
waffle/waffle.733.jpg,cheese cake,321 cal
ice-cream/ice_cream.953.jpg,cheese cake,321 cal
donuts/donuts.829.jpg,cheese cake,321 cal
scallops/scallops.778.jpg,cheese cake,321 cal
cheese cake/cheesecake.938.jpg,cheese cake,321 cal
cheese cake/cheesecake.879.jpg,cheese cake,321 cal
waffle/waffle.765.jpg,cheese cake,321 cal
french fries/french_fries.777.jpg,cheese cake,321 cal
ice-cream/ice_cream.701.jpg,cheese cake,321 cal
gyoza/gyoza.905.jpg,cheese cake,321 cal
oyster/oysters.839.jpg,cheese cake,321 cal
chicken wings/chicken_wings.838.jpg,cheese cake,321 cal
french fries/french_fries.968.jpg,cheese cake,321 cal
gyoza/gyoza.843.jpg,cheese cake,321 cal
french fries/french_fries.955.jpg,cheese cake,321 cal
french fries/french_fries.760.jpg,cheese cake,321 cal
cheese cake/cheesecake.752.jpg,cheese cake,321 cal
gyoza/gyoza.712.jpg,cheese cake,321 cal
gyoza/gyoza.716.jpg,cheese cake,321 cal
scallops/scallops.741.jpg,cheese cake,321 cal
donuts/donuts.758.jpg,cheese cake,321 cal
waffle/waffle.731.jpg,cheese cake,321 cal
cheese cake/cheesecake.926.jpg,cheese cake,321 cal
gyoza/gyoza.937.jpg,cheese cake,321 cal
cheese cake/cheesecake.989.jpg,cheese cake,321 cal
chicken wings/chicken_wings.725.jpg,cheese cake,321 cal
chicken wings/chicken_wings.915.jpg,cheese cake,321 cal
gyoza/gyoza.875.jpg,cheese cake,321 cal
scallops/scallops.871.jpg,cheese cake,321 cal
cheese cake/cheesecake.735.jpg,cheese cake,321 cal
chicken wings/chicken_wings.777.jpg,cheese cake,321 cal
fried rice/fried_rice.779.jpg,cheese cake,321 cal
cheese cake/cheesecake.976.jpg,cheese cake,321 cal
scallops/scallops.938.jpg,cheese cake,321 cal
donuts/donuts.982.jpg,cheese cake,321 cal
gyoza/gyoza.902.jpg,cheese cake,321 cal
waffle/waffle.703.jpg,cheese cake,321 cal
gyoza/gyoza.740.jpg,cheese cake,321 cal
french fries/french_fries.792.jpg,cheese cake,321 cal
oyster/oysters.735.jpg,cheese cake,321 cal
ice-cream/ice_cream.942.jpg,cheese cake,321 cal
cheese cake/cheesecake.912.jpg,cheese cake,321 cal
scallops/scallops.715.jpg,cheese cake,321 cal
oyster/oysters.888.jpg,cheese cake,321 cal
cheese cake/cheesecake.742.jpg,cheese cake,321 cal
french fries/french_fries.758.jpg,cheese cake,321 cal
oyster/oysters.924.jpg,cheese cake,321 cal
gyoza/gyoza.727.jpg,cheese cake,321 cal
donuts/donuts.889.jpg,cheese cake,321 cal
fried rice/fried_rice.945.jpg,cheese cake,321 cal
ice-cream/ice_cream.867.jpg,cheese cake,321 cal
gyoza/gyoza.816.jpg,cheese cake,321 cal
chicken wings/chicken_wings.880.jpg,cheese cake,321 cal
fried rice/fried_rice.947.jpg,cheese cake,321 cal
gyoza/gyoza.916.jpg,cheese cake,321 cal
oyster/oysters.755.jpg,cheese cake,321 cal
scallops/scallops.844.jpg,cheese cake,321 cal
ice-cream/ice_cream.831.jpg,cheese cake,321 cal
fried rice/fried_rice.791.jpg,cheese cake,321 cal
waffle/waffle.969.jpg,cheese cake,321 cal
chicken wings/chicken_wings.925.jpg,cheese cake,321 cal
scallops/scallops.906.jpg,cheese cake,321 cal
donuts/donuts.907.jpg,cheese cake,321 cal
oyster/oysters.706.jpg,cheese cake,321 cal
ice-cream/ice_cream.862.jpg,cheese cake,321 cal
scallops/scallops.837.jpg,cheese cake,321 cal
donuts/donuts.743.jpg,cheese cake,321 cal
gyoza/gyoza.934.jpg,cheese cake,321 cal
waffle/waffle.886.jpg,cheese cake,321 cal
gyoza/gyoza.866.jpg,cheese cake,321 cal
waffle/waffle.945.jpg,cheese cake,321 cal
cheese cake/cheesecake.798.jpg,cheese cake,321 cal
scallops/scallops.989.jpg,cheese cake,321 cal
scallops/scallops.732.jpg,cheese cake,321 cal
cheese cake/cheesecake.785.jpg,cheese cake,321 cal
chicken wings/chicken_wings.985.jpg,cheese cake,321 cal
oyster/oysters.790.jpg,cheese cake,321 cal
scallops/scallops.731.jpg,cheese cake,321 cal
gyoza/gyoza.903.jpg,cheese cake,321 cal
gyoza/gyoza.941.jpg,cheese cake,321 cal
scallops/scallops.785.jpg,cheese cake,321 cal
waffle/waffle.896.jpg,cheese cake,321 cal
gyoza/gyoza.703.jpg,cheese cake,321 cal
scallops/scallops.734.jpg,cheese cake,321 cal
gyoza/gyoza.851.jpg,cheese cake,321 cal
french fries/french_fries.744.jpg,cheese cake,321 cal
french fries/french_fries.800.jpg,cheese cake,321 cal
fried rice/fried_rice.902.jpg,cheese cake,321 cal
cheese cake/cheesecake.805.jpg,cheese cake,321 cal
french fries/french_fries.865.jpg,cheese cake,321 cal
scallops/scallops.950.jpg,cheese cake,321 cal
oyster/oysters.701.jpg,cheese cake,321 cal
chicken wings/chicken_wings.769.jpg,cheese cake,321 cal
waffle/waffle.913.jpg,cheese cake,321 cal
donuts/donuts.923.jpg,cheese cake,321 cal
waffle/waffle.784.jpg,cheese cake,321 cal
french fries/french_fries.969.jpg,cheese cake,321 cal
cheese cake/cheesecake.891.jpg,cheese cake,321 cal
ice-cream/ice_cream.731.jpg,cheese cake,321 cal
donuts/donuts.753.jpg,cheese cake,321 cal
ice-cream/ice_cream.714.jpg,cheese cake,321 cal
ice-cream/ice_cream.816.jpg,cheese cake,321 cal
scallops/scallops.799.jpg,cheese cake,321 cal
donuts/donuts.826.jpg,cheese cake,321 cal
gyoza/gyoza.702.jpg,cheese cake,321 cal
oyster/oysters.859.jpg,cheese cake,321 cal
french fries/french_fries.916.jpg,cheese cake,321 cal
cheese cake/cheesecake.736.jpg,cheese cake,321 cal
french fries/french_fries.905.jpg,cheese cake,321 cal
chicken wings/chicken_wings.914.jpg,cheese cake,321 cal
fried rice/fried_rice.810.jpg,cheese cake,321 cal
french fries/french_fries.797.jpg,cheese cake,321 cal
waffle/waffle.768.jpg,cheese cake,321 cal
scallops/scallops.846.jpg,cheese cake,321 cal
waffle/waffle.716.jpg,cheese cake,321 cal
scallops/scallops.820.jpg,cheese cake,321 cal
scallops/scallops.737.jpg,cheese cake,321 cal
chicken wings/chicken_wings.804.jpg,cheese cake,321 cal
chicken wings/chicken_wings.810.jpg,cheese cake,321 cal
fried rice/fried_rice.990.jpg,cheese cake,321 cal
ice-cream/ice_cream.925.jpg,cheese cake,321 cal
gyoza/gyoza.944.jpg,cheese cake,321 cal
cheese cake/cheesecake.829.jpg,cheese cake,321 cal
waffle/waffle.893.jpg,cheese cake,321 cal
chicken wings/chicken_wings.731.jpg,cheese cake,321 cal
french fries/french_fries.773.jpg,cheese cake,321 cal
donuts/donuts.868.jpg,cheese cake,321 cal
scallops/scallops.830.jpg,cheese cake,321 cal
gyoza/gyoza.713.jpg,cheese cake,321 cal
waffle/waffle.983.jpg,cheese cake,321 cal
chicken wings/chicken_wings.906.jpg,cheese cake,321 cal
oyster/oysters.901.jpg,cheese cake,321 cal
oyster/oysters.894.jpg,cheese cake,321 cal
cheese cake/cheesecake.707.jpg,cheese cake,321 cal
french fries/french_fries.786.jpg,cheese cake,321 cal
cheese cake/cheesecake.921.jpg,cheese cake,321 cal
chicken wings/chicken_wings.900.jpg,cheese cake,321 cal
chicken wings/chicken_wings.720.jpg,cheese cake,321 cal
scallops/scallops.819.jpg,cheese cake,321 cal
chicken wings/chicken_wings.704.jpg,cheese cake,321 cal
scallops/scallops.972.jpg,cheese cake,321 cal
gyoza/gyoza.855.jpg,cheese cake,321 cal
fried rice/fried_rice.983.jpg,cheese cake,321 cal
donuts/donuts.991.jpg,cheese cake,321 cal
ice-cream/ice_cream.784.jpg,cheese cake,321 cal
french fries/french_fries.721.jpg,cheese cake,321 cal
fried rice/fried_rice.764.jpg,cheese cake,321 cal
waffle/waffle.789.jpg,cheese cake,321 cal
waffle/waffle.877.jpg,cheese cake,321 cal
gyoza/gyoza.887.jpg,cheese cake,321 cal
cheese cake/cheesecake.996.jpg,cheese cake,321 cal
cheese cake/cheesecake.942.jpg,cheese cake,321 cal
ice-cream/ice_cream.820.jpg,cheese cake,321 cal
french fries/french_fries.922.jpg,cheese cake,321 cal
donuts/donuts.955.jpg,cheese cake,321 cal
chicken wings/chicken_wings.905.jpg,cheese cake,321 cal
french fries/french_fries.881.jpg,cheese cake,321 cal
ice-cream/ice_cream.921.jpg,cheese cake,321 cal
french fries/french_fries.702.jpg,cheese cake,321 cal
oyster/oysters.854.jpg,cheese cake,321 cal
scallops/scallops.968.jpg,cheese cake,321 cal
scallops/scallops.961.jpg,cheese cake,321 cal
fried rice/fried_rice.740.jpg,cheese cake,321 cal
fried rice/fried_rice.999.jpg,cheese cake,321 cal
donuts/donuts.998.jpg,cheese cake,321 cal
french fries/french_fries.856.jpg,cheese cake,321 cal
ice-cream/ice_cream.717.jpg,cheese cake,321 cal
waffle/waffle.988.jpg,cheese cake,321 cal
fried rice/fried_rice.802.jpg,cheese cake,321 cal
scallops/scallops.875.jpg,cheese cake,321 cal
french fries/french_fries.900.jpg,cheese cake,321 cal
chicken wings/chicken_wings.892.jpg,cheese cake,321 cal
scallops/scallops.780.jpg,cheese cake,321 cal
fried rice/fried_rice.849.jpg,cheese cake,321 cal
cheese cake/cheesecake.789.jpg,cheese cake,321 cal
fried rice/fried_rice.737.jpg,cheese cake,321 cal
ice-cream/ice_cream.742.jpg,cheese cake,321 cal
oyster/oysters.813.jpg,cheese cake,321 cal
oyster/oysters.907.jpg,cheese cake,321 cal
cheese cake/cheesecake.878.jpg,cheese cake,321 cal
donuts/donuts.835.jpg,cheese cake,321 cal
scallops/scallops.902.jpg,cheese cake,321 cal
oyster/oysters.731.jpg,cheese cake,321 cal
ice-cream/ice_cream.941.jpg,cheese cake,321 cal
scallops/scallops.918.jpg,cheese cake,321 cal
chicken wings/chicken_wings.999.jpg,cheese cake,321 cal
cheese cake/cheesecake.885.jpg,cheese cake,321 cal
donuts/donuts.942.jpg,cheese cake,321 cal
cheese cake/cheesecake.834.jpg,cheese cake,321 cal
waffle/waffle.757.jpg,cheese cake,321 cal
french fries/french_fries.893.jpg,cheese cake,321 cal
waffle/waffle.738.jpg,cheese cake,321 cal
